country_name,country_code,development_flag,date,gdp_growth_per_capita,gdp_per_capita,log_gdp_per_capita
Australia,AUS,developed country,1961,0.4642728417295672,NA,NA
Australia,AUS,developed country,1962,-1.1478392666284947,NA,NA
Australia,AUS,developed country,1963,4.197349944145046,NA,NA
Australia,AUS,developed country,1964,4.899706015803801,NA,NA
Australia,AUS,developed country,1965,3.9241856944365168,NA,NA
Australia,AUS,developed country,1966,0.07088062648745108,NA,NA
Australia,AUS,developed country,1967,4.970237125957794,NA,NA
Australia,AUS,developed country,1968,3.2573172306120455,NA,NA
Australia,AUS,developed country,1969,4.826364413623622,NA,NA
Australia,AUS,developed country,1970,5.0848812348670265,NA,NA
Australia,AUS,developed country,1971,0.5428759612597247,NA,NA
Australia,AUS,developed country,1972,2.0165023200411127,NA,NA
Australia,AUS,developed country,1973,1.0622650926649584,NA,NA
Australia,AUS,developed country,1974,1.5033918973378633,NA,NA
Australia,AUS,developed country,1975,0.09566503224820622,NA,NA
Australia,AUS,developed country,1976,1.5678259389607234,NA,NA
Australia,AUS,developed country,1977,2.4322602683819525,NA,NA
Australia,AUS,developed country,1978,-0.2723829688710566,NA,NA
Australia,AUS,developed country,1979,2.932417499186684,NA,NA
Australia,AUS,developed country,1980,1.7870803910182502,NA,NA
Australia,AUS,developed country,1981,1.7119151432792137,NA,NA
Australia,AUS,developed country,1982,1.61420796983991,NA,NA
Australia,AUS,developed country,1983,-3.437117056865958,NA,NA
Australia,AUS,developed country,1984,3.4183453399534898,NA,NA
Australia,AUS,developed country,1985,3.822749039593006,NA,NA
Australia,AUS,developed country,1986,2.3398088542871562,NA,NA
Australia,AUS,developed country,1987,0.9999934934611332,NA,NA
Australia,AUS,developed country,1988,4.027570563288904,NA,NA
Australia,AUS,developed country,1989,2.121259301205967,NA,NA
Australia,AUS,developed country,1990,2.0519290490973674,17367.110580208937,9.762333499987104
Australia,AUS,developed country,1991,-1.6565726788687982,17822.475281044484,9.788215596038626
Australia,AUS,developed country,1992,-0.797268925185989,18214.597870835212,9.80997863238509
Australia,AUS,developed country,1993,3.0207311444513607,19159.521590223107,9.86055508201808
Australia,AUS,developed country,1994,2.885635859889703,20094.054111068075,9.908179234915423
Australia,AUS,developed country,1995,2.58704322529762,20923.5552047671,9.948630846606703
Australia,AUS,developed country,1996,2.4988846905333872,22008.911592056775,9.999202722687007
Australia,AUS,developed country,1997,2.75232027591224,22972.487858510704,10.042052598852132
