country_name,country_code,development_flag,date,imports_pc_gdp,log_imports_pc_gdp,exports_pc_gdp,log_exports_pc_gdp,current_account_balance,capital_account_balance,financial_account_balance,balance_of_payments
France,FRA,developed country,1966,12.989882404076013,2.5641707778375293,13.59355757853814,2.609595973046751,-4208340488.6611,442157746.36382,-2350243367.73533,2151443711.41891
France,FRA,developed country,1967,13.117426992015188,2.5739416508697164,13.489307052320063,2.60189730139253,-4208340488.6611,442157746.36382,-2350243367.73533,2151443711.41891
France,FRA,developed country,1968,13.389228422550495,2.594450534633565,13.556094714535794,2.606836240629204,-4208340488.6611,442157746.36382,-2350243367.73533,2151443711.41891
France,FRA,developed country,1969,14.695726465300893,2.6875567348722167,14.297029350515281,2.6600517779591875,-4208340488.6611,442157746.36382,-2350243367.73533,2151443711.41891
France,FRA,developed country,1970,15.437795350761348,2.736818746238305,15.981161195882192,2.771410603272719,-4208340488.6611,442157746.36382,-2350243367.73533,2151443711.41891
France,FRA,developed country,1971,15.527276877425244,2.7425982758375484,16.481682264323215,2.8022495984174305,-4208340488.6611,442157746.36382,-2350243367.73533,2151443711.41891
France,FRA,developed country,1972,15.847322780806072,2.7630005763281114,16.623106072708914,2.8107936596139305,-4208340488.6611,442157746.36382,-2350243367.73533,2151443711.41891
France,FRA,developed country,1973,16.881250174099556,2.8262035488719794,17.52472213710688,2.863612577565679,-4208340488.6611,442157746.36382,-2350243367.73533,2151443711.41891
France,FRA,developed country,1974,21.72548682457121,3.0784860793961872,20.630280798788732,3.0267599381775736,-4208340488.6611,442157746.36382,-2350243367.73533,2151443711.41891
France,FRA,developed country,1975,17.85853584086554,2.8824815922930633,18.833200495175433,2.935621296105894,2740359182.39273,0,4548708747.46681,5224640222.4606
France,FRA,developed country,1976,20.26469854591874,3.008880384367297,19.335172332839345,2.9619258380187303,-3356210918.83412,0,-2350243367.73533,-1149036556.98027
France,FRA,developed country,1977,20.40240281349513,3.0156526788893165,20.233567030739195,3.0073429594495464,-405105191.702074,0,522302820.242391,1786599128.5837
France,FRA,developed country,1978,19.195674311202904,2.9546849573591984,20.242674583709825,3.0077929791530105,7063714715.30522,0,7000801718.88741,9076970923.28325
France,FRA,developed country,1979,20.317671580321942,3.011491028562041,20.71595389367419,3.0309041229207336,5141501556.27475,0,5697246666.05972,6940828701.82356
France,FRA,developed country,1980,22.520087655222788,3.1144076955917472,20.98257963122828,3.0436925520935003,-4208340488.6611,0,-1936623784.32055,-2718368612.81994
France,FRA,developed country,1981,23.44108160043923,3.154490107007688,21.96986185868212,3.0896715986517678,-4810818971.65994,0,-7096872830.9191,-2185369882.06778
France,FRA,developed country,1982,23.85369008633268,3.1719389259673036,21.398695197350122,3.06332994808249,-12082174630.8082,0,-13043387108.3708,-7643987880.97426
France,FRA,developed country,1983,22.703501242098532,3.1225191523336546,22.43632707774799,3.1106813897956673,-5165512057.4456,0,-4809533012.8341,170696031.837555
France,FRA,developed country,1984,23.706349094097845,3.165742906529556,23.835480814109726,3.1711752610612427,-875999017.508225,0,-227300086.792518,4408261850.63534
France,FRA,developed country,1985,23.692174493756674,3.1651448034794702,23.324213496566536,3.1494920268322737,-34597949.2834516,0,253453067.612854,4852844476.00931
France,FRA,developed country,1986,20.504520032015872,3.0206453512067823,20.383478435936343,3.0147246921283526,2429990544.0372,0,3241660986.19916,8703260368.15092
France,FRA,developed country,1987,20.695387642044295,3.0299108562185184,19.597351816566448,2.975394445708433,-4445832867.07591,0,-3598966256.0803,2606972922.94109
France,FRA,developed country,1988,21.025491372275635,3.0457355764432603,20.3667255718941,3.0139024697422836,-4618908099.7887,-202031781.337257,-3850652023.96091,3031316965.3685
France,FRA,developed country,1989,22.343627303005352,3.1065411485451775,21.658153824861778,3.0753820036309505,-4671010644.32631,-300591376.235638,-11206077178.8959,3292588064.60393
