location,gdp_hr_worked,date,multifactor_prod_agrwth,capital_services_pc_growth,adult_education_pc,avg_wage,trade_union_density,int_trade_pc_gdp,transport_investment_eur,unemployment_pc,r_and_d_spending_pc,flexible_work_pc
DNK,45.905486,1991-01-01,1.063928,4.75459,18.318893,38071.6597661382,NA,14080.721,NA,9.1000003814697301,NA,45.849998474121101
DNK,46.69587,1992-01-01,0.775653,4.052079,19.203054,39389.5852637245,NA,14291.0895,NA,9.0299997329711896,NA,43.159999847412102
DNK,47.587912,1993-01-01,0.447223,3.86784,NA,39816.8150123739,NA,15599.2728,NA,10.7200002670288,NA,43.099998474121101
DNK,50.626073,1994-01-01,4.843861,4.199537,19.617189,38392.6283277383,NA,14750.4224,NA,8.0399999618530291,NA,41.400001525878899
DNK,51.379447,1995-01-01,0.734316,4.475312,21.589775,39195.2194198897,NA,13195.6456,1077916228,6.9899997711181596,NA,48.099998474121101
DNK,52.604416,1996-01-01,1.306078,4.590266,NA,39908.725758958,NA,14592.3497,1437267317,6.8400001525878897,1.8066699504852299,47.310001373291001
DNK,52.985708,1997-01-01,0.020794,5.312525,NA,40552.8437128869,NA,12757.2573,1271833113,5.4000000953674299,1.8891400098800699,44.759998321533203
DNK,52.924676,1998-01-01,-0.920346,5.435006,25.355267,41267.5610253364,NA,11278.2238,1205765487,5.03999996185303,2.0061900615692099,48.529998779296903
DNK,53.463727,1999-01-01,0.208472,5.019256,26.50436,41738.5423622963,NA,17954.556,1054118027,5.1399998664856001,2.1276400089263898,39.860000610351598
DNK,54.702135,2000-01-01,1.409733,4.72365,25.777601,41712.7501129584,73.6113633153764,19522.5055,1018406719,4.4800000190734899,2.1861999034881601,50.220001220703097
DNK,54.509014,2001-01-01,-1.159044,4.196204,28.41186,41990.7089494861,72.9681641351441,20869.5484,956764446,4.1599998474121103,2.3246600627899201,46.060001373291001
DNK,54.957172,2002-01-01,-0.324788,3.864971,29.61084,42958.6425469163,72.4141420274017,20284.5476,877599085,4.2699999809265101,2.4414501190185498,42.349998474121101
DNK,55.864173,2003-01-01,0.382744,3.413461,31.847263,44029.5816554954,72.0077221990879,19900.6944,924542775,5.4000000953674299,2.5108499526977499,46.810001373291001
DNK,57.64804,2004-01-01,2.089484,3.532457,32.848095,45012.4726375223,71.4685372044262,17289.7286,1069369212,5.1999998092651403,2.4191598892211901,48.490001678466797
DNK,58.437176,2005-01-01,0.773568,3.325058,33.544121,45782.5404513345,70.8575607420706,15654.9934,1168592401,4.8299999237060502,2.3933699131011998,43.040000915527301
DNK,59.207314,2006-01-01,0.900285,4.378796,34.719662,46555.5376745999,68.4338629524715,13902.8892,1368931908,3.9000000953674299,2.4030001163482702,44.069999694824197
DNK,59.316511,2007-01-01,-0.627384,3.924351,30.903458,47069.7082639716,67.8022191080056,12097.699,1260938423,3.7999999523162802,2.5154099464416499,43.540000915527301
DNK,58.433448,2008-01-01,-2.20581,3.578026,31.414381,47703.4873536246,66.2446054895928,11559.4615,1308610515,3.6800000667571999,2.77345991134644,43.419998168945298
DNK,57.89486,2009-01-01,-2.811998,2.350895,32.449905,48860.5944895636,68.4169259712724,13686.0662,1070464526,6.4099998474121103,3.0551400184631299,44.369998931884801
DNK,60.160609,2010-01-01,2.691586,1.945892,33.262753,49423.6874985322,69.1941632785819,16569.3123,1332984209,7.75,2.9170699119567902,43.599998474121101
DNK,60.368917,2011-01-01,0.312983,1.246334,33.702026,49168.0357552126,70.0658370907166,17502.8633,1914853638,7.7699999809265101,2.9446499347686799,42.290000915527301
DNK,61.522715,2012-01-01,1.015697,1.29704,34.782349,49094.2461278247,69.7540290810114,15978.6473,2239447594,7.8000001907348597,2.9812500476837198,42.830001831054702
DNK,62.006495,2013-01-01,0.436962,1.443564,35.42934,49423.8023635253,69.34497388033,16397.6717,2043068425,7.3800001144409197,2.97047996520996,43.2299995422363
DNK,62.98874,2014-01-01,1.166793,1.574453,35.800922,50368.6564234037,69.2593401261524,16016.8482,2260929053,6.9299998283386204,2.9140899181365998,42.840000152587898
DNK,63.888216,2015-01-01,1.221039,1.755461,37.095581,51125.5502110602,68.5909823186619,15400.4964,2394819403,6.2800002098083496,3.0549700260162398,42.439998626708999
DNK,64.216825,2016-01-01,0.444245,2.352921,38.169136,51826.0530970321,67.1955776715008,15537.361,2284497811,5.9899997711181596,3.0928299427032502,44.2700004577637
DNK,64.947607,2017-01-01,0.898408,2.30756,39.232346,51466.3004625045,NA,16109.9793,NA,5.8299999237060502,2.9312400817871098,43.509998321533203
FIN,15.718611,1970-01-01,NA,NA,NA,NA,NA,-3443.0639,NA,1.8899999856948899,NA,NA
FIN,16.488969,1971-01-01,NA,NA,NA,NA,NA,-3540.4508,NA,2.2599999904632599,NA,NA
FIN,17.748639,1972-01-01,NA,NA,NA,NA,NA,-2732.9237,NA,2.4200000762939502,NA,NA
FIN,18.794018,1973-01-01,NA,NA,NA,NA,NA,-3742.1631,NA,2.4500000476837198,NA,NA
FIN,19.398285,1974-01-01,NA,NA,NA,NA,NA,-4800.7558,NA,1.6100000143051101,NA,NA
FIN,19.942892,1975-01-01,NA,NA,NA,NA,NA,-6920.347,NA,2.0799999237060498,NA,NA
FIN,20.227978,1976-01-01,NA,NA,NA,NA,NA,-5061.6538,NA,3.75,NA,NA
FIN,20.742147,1977-01-01,NA,NA,NA,NA,NA,-2715.68,NA,6.0900001525878897,NA,NA
FIN,21.487255,1978-01-01,NA,NA,NA,NA,NA,-879.7751,NA,7.2300000190734899,NA,NA
FIN,22.81519,1979-01-01,NA,NA,NA,NA,NA,-2439.8972,NA,6.1999998092651403,NA,NA
FIN,23.616732,1980-01-01,NA,NA,NA,NA,NA,-2727.2284,NA,4.8600001335143999,NA,NA
FIN,23.554119,1981-01-01,NA,NA,NA,NA,NA,-645.1628,NA,5.03999996185303,NA,NA
FIN,24.200871,1982-01-01,NA,NA,NA,NA,NA,-1472.4368,NA,5.2800002098083496,NA,NA
FIN,25.103868,1983-01-01,NA,NA,NA,NA,NA,-1490.2038,NA,5.4299998283386204,NA,NA
FIN,25.880227,1984-01-01,NA,NA,NA,NA,NA,-358.6705,NA,5.1199998855590803,NA,NA
FIN,26.758569,1985-01-01,2.25973,4.370682,NA,NA,NA,-1626.7873,NA,5,NA,NA
FIN,27.894915,1986-01-01,2.695472,4.533363,NA,NA,NA,-1894.4022,NA,5.3200001716613796,NA,NA
FIN,28.637335,1987-01-01,1.663242,4.904309,NA,NA,NA,-3287.9981,NA,5.0700001716613796,NA,NA
FIN,29.694925,1988-01-01,2.687893,5.457599,NA,NA,NA,-5347.8551,NA,4.4699997901916504,NA,NA
FIN,30.982032,1989-01-01,2.971796,5.928523,NA,NA,NA,-7580.9399,NA,3.1400001049041699,NA,NA
FIN,31.92991,1990-01-01,1.045993,4.981667,NA,32373.175996592,NA,-7117.8885,NA,3.0699999332428001,NA,NA
FIN,32.229329,1991-01-01,-2.001494,2.954621,NA,32705.5599571359,NA,-4827.0611,NA,6.5,NA,NA
FIN,33.415826,1992-01-01,0.879368,1.898807,NA,32224.32675046,NA,-2655.0502,NA,11.6000003814697,NA,NA
FIN,35.224374,1993-01-01,3.076803,0.903928,NA,31087.5839755533,NA,1159.2942,NA,16.200000762939499,NA,NA
FIN,36.719303,1994-01-01,3.817734,0.918394,NA,31540.0063999962,NA,1446.8968,NA,16.430000305175799,NA,NA
FIN,37.569622,1995-01-01,2.270335,2.125561,NA,32827.2505584196,NA,1753.3769,683000000,17,NA,39.639999389648402
FIN,38.419652,1996-01-01,2.074064,2.076832,NA,33712.5188157829,NA,1349.1786,621000000,15.569999694824199,2.4525599479675302,40.169998168945298
FIN,39.694234,1997-01-01,3.35927,2.591936,NA,33622.5976677946,NA,2330.8031,660000000,14.9700002670288,2.6215798854827899,26.2600002288818
FIN,41.326226,1998-01-01,3.504709,3.389878,NA,34721.585032011,NA,2703.9093,697000000,13.210000038146999,2.7844200134277299,40.400001525878899
FIN,42.0446,1999-01-01,1.554954,3.425934,NA,35588.45314141,NA,6166.2457,722000000,11.689999580383301,3.0561900138854998,42.009998321533203
FIN,43.845792,2000-01-01,3.681532,3.373999,32.614372,36308.0307142184,74.6285685938934,7739.7321,721000000,11.1300001144409,3.2413799762725799,46.419998168945298
FIN,44.836261,2001-01-01,1.486835,3.182112,NA,36708.644816608,74.2530382313305,7809.6895,712000000,10.289999961853001,3.1937201023101802,47.560001373291001
FIN,45.332317,2002-01-01,0.655213,2.281921,NA,36916.7970189809,73.2101393188855,7757.4991,745000000,10.420000076293899,3.25307989120483,44.950000762939503
FIN,46.401661,2003-01-01,1.589704,2.599384,33.177582,37627.8268560594,72.5657703135618,4647.1706,808000000,10.4700002670288,3.2982199192047101,48.659999847412102
FIN,47.893796,2004-01-01,2.744119,2.460034,34.184566,38886.0353041778,71.1608971174468,5363.4012,927000000,10.3599996566772,3.30907011032104,45.159999847412102
FIN,48.761968,2005-01-01,1.39054,2.728917,34.629433,39781.8727505149,70.376386156909,2998.1746,876000000,8.3800001144409197,3.3236999511718799,40.759998321533203
FIN,49.953008,2006-01-01,2.232668,2.518738,35.141739,40707.235285964,70.0620042275354,5743.17,884000000,7.7199997901916504,3.3321499824523899,41.75
FIN,51.489734,2007-01-01,2.775417,3.345531,36.357056,41327.4698251827,70.2013153515065,7525.4182,1013000000,6.8499999046325701,3.3370399475097701,41.990001678466797
FIN,50.941776,2008-01-01,-1.359452,3.21708,36.583557,41727.8358134046,69.4866698236114,6930.225,1300000000,6.3699998855590803,3.53696990013123,40.200000762939503
FIN,48.570069,2009-01-01,-6.276393,1.870282,37.268574,42064.5303807016,68.9233885689385,2697.2467,1283000000,8.25,3.73401999473572,43.340000152587898
FIN,50.155078,2010-01-01,2.829971,1.387111,38.146343,42725.4594772306,68.3006227590111,2629.5101,1278000000,8.3900003433227504,3.7053198814392099,42
FIN,50.958556,2011-01-01,1.543523,1.352199,39.318207,42872.4433299362,67.276315445637,-465.2723,1328000000,7.7800002098083496,3.6180601119995099,42.069999694824197
FIN,50.162219,2012-01-01,-1.796372,1.112607,39.661289,42902.0972120131,67.2861935604119,-793.961,1578000000,7.6900000572204599,3.3983199596404998,42.939998626708999
FIN,50.464032,2013-01-01,0.114553,0.598283,40.545231,42440.9475030898,66.2687321161962,-250.9583,1753000000,8.1899995803833008,3.2713699340820299,43.330001831054702
FIN,50.487433,2014-01-01,-0.228141,0.652103,41.776676,42425.0748590545,66.7130260735285,-1449.1177,1881000000,8.6599998474121094,3.14751005172729,43.209999084472699
FIN,50.59756,2015-01-01,0.149609,0.483484,42.742619,42885.1913489131,66.4589382160882,-3370.1703,1810000000,9.3800001144409197,2.87195992469788,43.200000762939503
FIN,51.699761,2016-01-01,2.091471,0.870902,43.595264,43138.9339313619,64.5790513524108,-4892.5767,1806000000,8.8199996948242205,2.7244200706481898,41.790000915527301
FIN,52.647879,2017-01-01,1.927878,1.154339,44.304253,42963.6679912954,NA,-1662.3212,NA,8.6400003433227504,2.7278699874877899,42.880001068115199
FRA,21.597268,1970-01-01,NA,NA,NA,NA,NA,-6825.3416,NA,2.4200000762939502,NA,NA
FRA,22.670914,1971-01-01,NA,NA,NA,NA,NA,-5285.1773,NA,2.6700000762939502,NA,NA
FRA,24.195383,1972-01-01,NA,NA,NA,NA,NA,-9560.5536,NA,2.7699999809265101,NA,NA
FRA,25.592405,1973-01-01,NA,NA,NA,NA,NA,-13572.1016,NA,2.6900000572204599,NA,NA
FRA,26.897374,1974-01-01,NA,NA,NA,NA,NA,-7372.1233,NA,2.8599998950958301,NA,NA
FRA,27.220212,1975-01-01,NA,NA,NA,NA,NA,616.8044,NA,4.0799999237060502,NA,NA
FRA,27.779777,1976-01-01,NA,NA,NA,NA,NA,-11859.7602,NA,4.4699997901916504,NA,NA
FRA,29.082678,1977-01-01,NA,NA,NA,NA,NA,-3797.1118,NA,5.0100002288818404,NA,NA
FRA,30.577354,1978-01-01,NA,NA,NA,NA,NA,-859.5556,NA,5.2699999809265101,NA,NA
FRA,31.511095,1979-01-01,NA,NA,NA,NA,NA,-4175.5468,NA,6.0300002098083496,NA,NA
FRA,32.028925,1980-01-01,NA,NA,NA,NA,NA,-8323.5371,NA,6.4200000762939498,NA,NA
FRA,32.777111,1981-01-01,NA,NA,10.880725,NA,NA,2472.9075,NA,7.53999996185303,NA,NA
FRA,34.902809,1982-01-01,NA,NA,NA,NA,NA,-5839.3784,NA,8.1999998092651403,NA,NA
FRA,35.751859,1983-01-01,NA,NA,NA,NA,NA,7501.1304,NA,7.9200000762939498,NA,21.059999465942401
FRA,36.623482,1984-01-01,NA,NA,NA,NA,NA,14008.5582,NA,9.5299997329711896,NA,21.799999237060501
FRA,38.095419,1985-01-01,2.572713,3.751246,NA,NA,NA,9462.1814,NA,10.2600002288818,NA,22.110000610351602
FRA,38.936556,1986-01-01,1.410933,3.886208,NA,NA,NA,-5347.8027,NA,10.2299995422363,NA,23.620000839233398
FRA,39.320517,1987-01-01,0.523457,4.089697,NA,NA,NA,-15529.1732,NA,10.7399997711182,NA,23.75
FRA,40.590347,1988-01-01,2.550286,4.677437,NA,NA,NA,-16802.9075,NA,10.180000305175801,NA,23.2600002288818
FRA,42.037087,1989-01-01,2.575292,5.086837,13.757461,NA,NA,-14340.5933,NA,9.6199998855590803,NA,22.819999694824201
FRA,43.045344,1990-01-01,1.311269,5.248664,NA,32665.7498202219,NA,-17261.8821,NA,9.3599996566772496,NA,23.430000305175799
FRA,43.584681,1991-01-01,0.10539,4.618893,15.144846,33033.3502549824,NA,-9289.1154,NA,9.1300001144409197,NA,25.280000686645501
FRA,44.633726,1992-01-01,1.164589,4.119944,15.980103,33388.1217566436,NA,1900.8773,NA,10.199999809265099,NA,26.25
FRA,45.049073,1993-01-01,-0.238698,3.08784,NA,33760.3233162221,NA,12518.1563,NA,11.319999694824199,NA,28.129999160766602
FRA,45.978616,1994-01-01,1.396093,3.043215,17.80175,33889.1264851826,NA,11595.9253,NA,12.5900001525879,NA,28.430000305175799
FRA,47.121928,1995-01-01,1.641885,2.980112,18.608873,34384.9477918663,NA,16626.474,13571267015,11.829999923706101,NA,29.329999923706101
FRA,47.635381,1996-01-01,0.41449,3.204881,NA,34480.1697395395,NA,23227.4266,13910662219,12.3699998855591,2.2228000164032,29.9899997711182
FRA,48.423574,1997-01-01,1.040082,3.367572,20.023951,34866.4354313916,NA,43027.1633,13843524890,12.569999694824199,2.14699006080627,28.079999923706101
FRA,49.621358,1998-01-01,1.800887,4.063734,20.597754,35391.7296717433,NA,35776.0989,13411081864,12.069999694824199,2.0947599411010702,28.590000152587901
FRA,50.336423,1999-01-01,0.867315,4.690413,21.456413,36151.7973045916,NA,30246.9402,13166291051,11.9799995422363,2.1076700687408398,27.420000076293899
FRA,51.66966,2000-01-01,1.850762,4.797173,21.58481,36340.7537874851,7.97093894018238,23581.774,12437364409,10.2200002670288,2.0934600830078098,29.25
FRA,52.636403,2001-01-01,0.812556,4.783464,23.020861,36592.8930549598,7.90563664013069,27714.8445,12247413960,8.6099996566772496,2.13804006576538,28.2299995422363
FRA,54.173094,2002-01-01,1.629306,3.712953,23.98011,37583.0472348423,8.05598442697716,28530.7025,11987177749,8.6999998092651403,2.1744899749755899,28.180000305175799
FRA,54.482291,2003-01-01,-0.045624,3.123871,23.917387,37898.764722818,8.35578344609802,18711.1647,13188928004,8.3100004196166992,2.1199400424957302,36.040000915527301
FRA,55.084391,2004-01-01,0.880675,2.960727,24.383652,38520.4802264545,8.0603593273554,15316.5318,13958363522,8.9099998474121094,2.0946099758148198,36.810001373291001
FRA,55.573313,2005-01-01,0.434466,3.028936,25.425774,38983.4202963751,7.9918787562998,2979.2165,14749058253,8.4899997711181605,2.0515100955963099,39.180000305175803
FRA,56.956894,2006-01-01,1.766989,3.291194,26.183411,39413.3653926398,7.97681299871906,5489.3906,15245622777,8.4499998092651403,2.0509400367736799,39.439998626708999
FRA,56.689955,2007-01-01,-0.551338,3.609799,26.646099,39578.0465849044,7.88011476355704,-12735.411,16351209568,7.6599998474121103,2.0245099067688002,39.869998931884801
FRA,56.328268,2008-01-01,-1.214991,3.687249,27.233906,39512.6354566787,7.79447632479572,-18392.5628,16994319131,7.0599999427795401,2.0611701011657702,39.5200004577637
FRA,55.752141,2009-01-01,-1.927379,2.068722,28.588057,40732.42218869,7.92633581942652,-26638.4739,17663760990,8.7399997711181605,2.2120699882507302,41.709999084472699
FRA,56.473845,2010-01-01,0.988511,2.164513,29.006897,41547.5688687028,8.00627150614963,-30142.7413,17774093953,8.8699998855590803,2.1785700321197501,39.360000610351598
FRA,57.039318,2011-01-01,0.836025,2.12914,29.767,41472.2662261191,8.06885458240858,-28609.5758,17193291274,8.8100004196166992,2.1916100978851301,39.069999694824197
FRA,57.22568,2012-01-01,-0.186047,2.230388,30.856123,41759.2704649782,8.12744505769472,-11093.701,18554701531,9.3999996185302699,2.2270700931549099,39.319999694824197
FRA,58.000663,2013-01-01,0.655819,2.000157,32.105263,41986.2679059577,8.06732097396079,-13262.1457,20674158552,9.9200000762939506,2.2370300292968799,40.950000762939503
FRA,58.558746,2014-01-01,0.490005,1.942361,33.539047,42402.9926200803,7.96061307282926,-25274.8123,17630203024,10.289999961853001,2.2759199142456099,41.299999237060497
FRA,59.033834,2015-01-01,0.38561,2.083692,34.085361,42731.3134045579,7.91670030620238,-35800.7141,16235226322,10.3500003814697,2.2270200252532999,41.470001220703097
FRA,59.052231,2016-01-01,-0.23324,2.245484,34.582485,43220.6120851797,NA,-48544.3442,14486355838,10.050000190734901,2.22237992286682,39.189998626708999
FRA,59.824947,2017-01-01,0.892818,2.5061,35.213791,43755.3289332253,NA,-46737.5427,NA,9.4099998474121094,2.1988799571990998,39.509998321533203
DEU,22.250543,1970-01-01,NA,NA,NA,NA,NA,-12700.8459,NA,NA,NA,NA
DEU,23.221617,1971-01-01,NA,NA,NA,NA,NA,-21829.0292,NA,NA,NA,NA
DEU,24.378762,1972-01-01,NA,NA,NA,NA,NA,-23736.9162,NA,NA,NA,NA
DEU,25.62232,1973-01-01,NA,NA,NA,NA,NA,-12048.7962,NA,NA,NA,NA
DEU,26.656736,1974-01-01,NA,NA,NA,NA,NA,10197.5319,NA,NA,NA,NA
DEU,27.659693,1975-01-01,NA,NA,NA,NA,NA,-9406.869,NA,NA,NA,NA
DEU,28.949266,1976-01-01,NA,NA,NA,NA,NA,-11653.0093,NA,NA,NA,NA
DEU,30.141428,1977-01-01,NA,NA,NA,NA,NA,-11310.883,NA,NA,NA,NA
DEU,31.071934,1978-01-01,NA,NA,NA,NA,NA,-18277.0964,NA,NA,NA,NA
DEU,31.961622,1979-01-01,NA,NA,NA,NA,NA,-31361.8053,NA,NA,NA,NA
DEU,32.230704,1980-01-01,NA,NA,NA,NA,NA,-26273.2375,NA,NA,NA,NA
DEU,32.766535,1981-01-01,NA,NA,NA,NA,NA,1897.1242,NA,NA,NA,NA
DEU,33.105554,1982-01-01,NA,NA,NA,NA,NA,14818.1489,NA,NA,NA,NA
DEU,34.191758,1983-01-01,NA,NA,NA,NA,NA,5643.1475,NA,6.4499998092651403,NA,19.659999847412099
DEU,35.094827,1984-01-01,NA,NA,NA,NA,NA,16605.9136,NA,6.6700000762939498,NA,18.469999313354499
DEU,35.90461,1985-01-01,1.314315,3.450518,NA,NA,NA,28384.0588,NA,6.8800001144409197,NA,18.139999389648398
DEU,36.448648,1986-01-01,0.768207,3.444876,NA,NA,NA,13890.1789,NA,6.6100001335143999,NA,16.680000305175799
DEU,36.947239,1987-01-01,0.45925,3.392281,NA,NA,NA,1325.8156,NA,6.8099999427795401,NA,18.059999465942401
DEU,37.900308,1988-01-01,1.861493,3.670314,NA,NA,NA,2049.0925,NA,6.3200001716613796,NA,17.920000076293899
DEU,39.219266,1989-01-01,2.498117,3.921228,17.377905,NA,NA,8408.5876,NA,5.6999998092651403,NA,18.799999237060501
DEU,40.605102,1990-01-01,2.799014,4.170098,NA,NA,NA,11636.2104,NA,4.8899998664856001,NA,20.5200004577637
DEU,42.016825,1991-01-01,2.67131,4.259668,21.774984,36879.3734183665,NA,13458.5246,NA,5.3200001716613796,NA,20.649999618530298
DEU,43.081804,1992-01-01,1.330244,3.770085,21.395245,39145.4283847391,NA,-3619.1074,NA,6.3200001716613796,NA,20.110000610351602
DEU,43.88001,1993-01-01,0.359963,2.44656,NA,39504.3002589577,NA,-244.5893,NA,7.6799998283386204,NA,20.540000915527301
DEU,45.070498,1994-01-01,1.952267,2.266163,22.098492,39613.1709350697,NA,-2023.8737,NA,8.7299995422363299,NA,21.139999389648398
DEU,45.937464,1995-01-01,1.208886,2.08166,22.59786,40502.4683472184,NA,-4711.1891,15963000000,8.1599998474121094,NA,22.280000686645501
DEU,46.835654,1996-01-01,0.978036,2.06803,NA,40856.7220689474,NA,4988.06,16326000000,8.8199996948242205,2.1446099281311,22.540000915527301
DEU,48.074756,1997-01-01,1.744162,2.10404,22.643158,40632.0387377175,NA,23557.0262,15661000000,9.8599996566772496,2.1883199214935298,23.909999847412099
DEU,48.635875,1998-01-01,0.634672,2.612084,23.000015,41024.9054348613,NA,14998.337,15273000000,9.7899999618530291,2.2161300182342498,24.590000152587901
DEU,49.29982,1999-01-01,0.663184,2.97923,22.895208,41672.8653523356,NA,-7662.5572,18496000000,8.8500003814697301,2.34779000282288,25.139999389648398
DEU,50.546413,2000-01-01,1.641057,3.279329,23.498837,41873.1356332864,24.5707555941238,12873.0479,17272000000,7.9200000762939498,2.4098200798034699,26.159999847412099
DEU,51.904005,2001-01-01,1.558558,2.80551,23.222008,42291.1136605427,23.7476004706174,53104.181,17039000000,7.7699999809265101,2.4043700695037802,26.540000915527301
DEU,52.541078,2002-01-01,0.299631,1.971314,23.427382,42512.5541840991,23.5073460456393,110982.3876,18537000000,8.4799995422363299,2.4362199306488002,26.7600002288818
DEU,52.96672,2003-01-01,-0.041138,1.365514,23.982014,42456.956114176,23.0183893468611,82598.2246,18018000000,9.7799997329711896,2.47461009025574,28.200000762939499
DEU,53.494463,2004-01-01,0.680162,1.21227,24.931704,42454.4761290712,22.171008470513,121779.817,17114000000,10.7299995422363,2.4351899623870898,29.209999084472699
DEU,54.305438,2005-01-01,0.879236,1.531109,24.552816,42380.2125039828,21.5275002095825,137959.4788,NA,11.170000076293899,2.4419300556182901,34.509998321533203
DEU,54.305438,2005-01-01,0.879236,1.531109,24.552816,42380.2125039828,21.5275002095825,137959.4788,NA,11.170000076293899,2.4419300556182901,34.509998321533203
DEU,55.350432,2006-01-01,1.832651,2.129105,23.947578,42414.8768405383,20.5865377192133,166015.113,14701000000,10.25,2.4723200798034699,35.200000762939503
DEU,56.189912,2007-01-01,1.366542,2.360208,24.299988,42342.4629738926,19.7643185814223,214387.0269,14681000000,8.6599998474121094,2.4604799747467001,36.069999694824197
DEU,56.295261000000004,2008-01-01,-0.146094,2.31488,25.400061,42610.3334343469,19.0311184994745,214989.4579,15226000000,7.5199999809265101,2.61512994766235,36.569999694824197
DEU,54.851972,2009-01-01,-3.64599,0.980052,26.385326,42778.8008126555,18.8322833623905,129992.5015,16032000000,7.7399997711181596,2.7426600456237802,39.310001373291001
DEU,56.208709,2010-01-01,2.582817,1.305703,26.609148,42970.23116168,18.8558626575689,166565.9359,15047000000,6.9699997901916504,2.7302401065826398,38.009998321533203
DEU,57.364425,2011-01-01,2.081136,1.700925,27.562323,43702.902744104,18.4066556129343,195318.846,15426000000,5.8200001716613796,2.8055500984191899,39.180000305175803
DEU,57.720412,2012-01-01,0.326975,1.280416,28.121572,44202.3176699673,18.2599088791862,237581.417,15460000000,5.3800001144409197,2.8816599845886199,40.119998931884801
DEU,58.170973,2013-01-01,0.497914,1.055768,28.47327,44735.6172185794,17.9726867760143,225682.8263,15940000000,5.2300000190734899,2.8359899520874001,40.860000610351598
DEU,58.766423,2014-01-01,1.057326,1.201233,27.057884,45421.1651352145,17.7378007414848,250267.8059,16200000000,4.9800000190734899,2.87784004211426,40.5
DEU,59.109365,2015-01-01,0.549788,1.493615,27.638235,46408.6095650197,17.5755951481927,258844.9648,16440000000,4.6199998855590803,2.9337899684906001,40.450000762939503
DEU,59.947007,2016-01-01,1.266224,1.644662,28.291723,47096.5532041581,17.0098778667089,239571.1336,17230000000,4.1199998855590803,2.94039011001587,39.740001678466797
DEU,60.482534,2017-01-01,0.859669,1.766504,28.58337,47585.308781889,NA,247786.1283,NA,3.75,3.0471000671386701,40.790000915527301
DEU,60.534878,2018-01-01,NA,1.906072,NA,NA,NA,237834.2288,NA,NA,NA,NA
IRL,12.842136,1970-01-01,NA,NA,NA,NA,NA,-3335.8756,NA,NA,NA,NA
IRL,13.233209,1971-01-01,NA,NA,NA,NA,NA,-3527.6117,NA,NA,NA,NA
IRL,14.392639,1972-01-01,NA,NA,NA,NA,NA,-3804.5832,NA,NA,NA,NA
IRL,14.941987,1973-01-01,NA,NA,NA,NA,NA,-5094.2753,NA,NA,NA,NA
IRL,15.611115,1974-01-01,NA,NA,NA,NA,NA,-4746.4593,NA,NA,NA,NA
IRL,16.697079,1975-01-01,NA,NA,NA,NA,NA,-2879.6518,NA,NA,NA,NA
IRL,17.124764,1976-01-01,NA,NA,NA,NA,NA,-3850.7283,NA,NA,NA,NA
IRL,18.20142,1977-01-01,NA,NA,NA,NA,NA,-4292.2437,NA,NA,NA,NA
IRL,19.468491,1978-01-01,NA,NA,NA,NA,NA,-5316.0369,NA,NA,NA,NA
IRL,19.283341,1979-01-01,NA,NA,NA,NA,NA,-6909.6602,NA,NA,NA,NA
IRL,20.432075,1980-01-01,NA,NA,NA,NA,NA,-5260.1761,NA,NA,NA,NA
IRL,21.491686,1981-01-01,NA,NA,NA,NA,NA,-5317.9303,NA,NA,NA,NA
IRL,22.148121,1982-01-01,NA,NA,NA,NA,NA,-3994.3159,NA,NA,NA,NA
IRL,22.399812,1983-01-01,NA,NA,NA,NA,NA,-3363.4666,NA,14.7600002288818,NA,16.670000076293899
IRL,24.0217,1984-01-01,NA,NA,NA,NA,NA,-2644.2671,NA,16.440000534057599,NA,25.329999923706101
IRL,24.786836,1985-01-01,2.370012,3.083252,NA,NA,NA,-2123.5851,NA,17.920000076293899,NA,15.569999694824199
IRL,24.423537,1986-01-01,-1.796238,2.500508,NA,NA,NA,-2774.5157,NA,18.0200004577637,NA,15.2700004577637
IRL,25.66365,1987-01-01,4.37414,2.406074,NA,NA,NA,-1441.9401,NA,18.059999465942401,NA,27.129999160766602
IRL,26.884513,1988-01-01,4.157239,2.889305,NA,NA,NA,-578.2761,NA,17.430000305175799,NA,17.600000381469702
IRL,28.381111,1989-01-01,4.779174,3.295111,14.758701,NA,NA,-1434.2504,NA,16.090000152587901,NA,16.700000762939499
IRL,29.657012,1990-01-01,4.369366,3.844587,NA,27191.3341562744,NA,-513.4108,NA,14.079999923706101,NA,17.829999923706101
IRL,30.848504,1991-01-01,2.98486,2.792377,15.902357,28314.853781085,NA,453.5483,NA,15.7700004577637,NA,17.639999389648398
IRL,32.394665,1992-01-01,4.075136,2.511699,16.950533,29523.4791193575,NA,2284.0464,NA,15.0200004577637,NA,28.059999465942401
IRL,33.212886,1993-01-01,2.083673,2.289776,NA,30998.187815664,NA,3225.0594,NA,15.569999694824199,NA,31.799999237060501
IRL,34.018268,1994-01-01,2.468195,2.903356,18.557516,31231.9007050339,NA,3586.5977,NA,14.539999961853001,NA,32.299999237060497
IRL,35.694961,1995-01-01,4.781857,4.840125,19.893375,31941.8085650722,NA,5772.4573,312000000,11.9700002670288,NA,39.169998168945298
IRL,37.272694,1996-01-01,3.86296,6.104809,NA,32177.3789672861,NA,6285.5553,283000000,11.689999580383301,1.2715599536895801,32.7299995422363
