avg_weekly_earnings,bonuses,date
711.75072824243705,64.852253187398006,2008 Aug
714.57561870019003,91.432014763566002,2007 May
715.46814212141396,237.856637196957,2001 Jan
723.91890365006998,70.573108323851002,2008 Oct
727.70377735262798,99.477222344853004,2007 Jun
727.76046948469605,97.980586607449993,2007 Sep
728.04114897393004,83.755628507441997,2008 Apr
731.42971595409495,70.857392025981994,2008 Jul
738.55532100407595,59.410905627361998,2009 Aug
739.30039151813003,96.165028607991999,2008 Sep
743.33011808968502,59.942066410210003,2009 Oct
745.25516093157796,69.916079512120007,2009 Jul
749.39005766099797,76.332950903338997,2009 May
763.68911237523105,154.53671663635899,2006 Jun
769.55400761317696,136.74568539551399,2007 Dec
769.87896894640699,46.832759274879002,2010 Aug
769.891208109339,66.880447923941006,2009 Nov
772.53701515517105,128.179943629197,2008 May
774.23167294966004,94.272731539096995,2009 Sep
774.88778755479802,284.624744688877,2002 Mar
777.01039191961797,52.816866699332003,2010 Nov
778.79363531693002,69.909813795521003,2010 Apr
782.521085598284,55.672472187635002,2010 Oct
787.62937013117505,134.49301053896801,2008 Jun
792.08374801029402,112.908095406752,2009 Apr
793.45617203291897,59.123207759274003,2010 Jul
805.0684004057,49.894547117948001,2011 Aug
807.90565448771497,40.852541931914999,2012 Nov
808.08348192973995,46.344155784377001,2012 Oct
815.30418844836504,46.002770101864002,2011 Nov
820.03728366878704,49.632023959324002,2011 Oct
827.66823551768698,50.284001670914002,2013 Oct
827.76462653891099,109.98813486657301,2010 Sep
829.43305921143599,51.746567179183998,2013 Nov
830.48274267016302,66.105888187424995,2012 Aug
835.00634169738703,163.27309788135801,2009 Jun
838.91583637298595,338.33130852360301,2003 Mar
839.99908989402297,84.737264052379004,2011 Apr
840.233680189192,63.689465573790002,2013 Aug
843.82223864511604,83.510071931672002,2012 Sep
848.78815481641402,86.553102902418004,2012 Jul
852.53188565441701,73.469483176533998,2013 Jul
853.07247683051401,58.735542081776003,2014 Jul
856.86381525672903,198.56946127792099,2008 Dec
857.79760909095501,400.72598120227798,2000 Mar
859.45622814261003,102.660688477519,2011 Sep
863.19507938832203,86.375764222542003,2013 Sep
863.46341582504294,94.154257851851,2012 May
866.56123943175999,135.59451757528799,2010 Dec
868.02359265011398,112.401820725151,2011 Jul
875.36845369328205,159.231022756431,2010 May
881.80284380839601,120.359471847078,2011 May
884.16932314238704,52.030870832106999,2014 Oct
884.37905931552905,114.926105532259,2012 Apr
885.25926261636198,52.76485695609,2014 Nov
886.20225299368099,112.64535495696001,2012 Dec
889.40132099567199,276.96450207863001,2006 Dec
890.10995313547699,65.370571746376001,2014 Aug
891.48414299937997,118.6291027754,2011 Dec
897.456626508456,395.84759077242302,2003 Feb
900.48520998148103,405.80853659394501,2001 Mar
909.02086486211397,223.70645682337499,2009 Dec
911.50779581648703,417.37612051943802,2002 Feb
914.58072627574995,47.891334680897003,2015 Nov
919.84767290072102,89.725468169856001,2014 Sep
923.23844254503297,61.51117577758,2015 Oct
926.50333464103903,139.846449839749,2013 Dec
927.72800867893204,128.579399087685,2014 Apr
945.10214745216103,57.415361999037998,2016 Nov
947.99729341696695,420.234330905278,2004 Mar
948.28818645373201,154.16862183673501,2014 May
949.19770272513199,89.480724206990999,2015 Sep
949.32031921153498,90.093072117557995,2015 Aug
953.58164533175704,71.305507903584996,2016 Aug
953.79371786307797,93.243615959598998,2015 Jul
955.50321854025299,168.266206026079,2013 May
956.38793465798994,70.854031227003006,2016 Oct
959.72513746581399,75.649998565871996,2016 Sep
961.67235711510205,235.08375287899599,2010 Jun
970.20802594650695,278.46184685992398,2010 Jan
973.13446673846204,451.922947729844,2004 Feb
974.707636201024,53.237592812438997,2017 Nov
979.22256795138901,185.749599931777,2014 Jun
987.65329447205795,223.16412093986901,2012 Jun
990.00480743450396,125.075405184923,2015 Jun
997.460833903923,79.152034231879995,2017 Oct
