"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,6.880284,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,1.365997,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,-0.254422,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,0.519904,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,-0.5088,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,2.014024,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,1.386007,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,1.995817,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,2.493834,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,1.542289,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,2.670415,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,1.872399,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,1.892308,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,0.965653,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,1.344879,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,1.260005,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,5.759171,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,1.674614,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,0.212028,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,0.899709,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,1.871656,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,1.214968,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,0.75148,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,0.420219,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.504949,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,-0.838833,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,0.010101,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,3.630054,,
"FIN","Finland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,-1.938539,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.751246,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,3.886208,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,4.089697,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,4.677437,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,5.086837,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,5.248664,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,4.618893,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,4.119944,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,3.08784,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,3.043215,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,2.980112,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,3.204881,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,3.367572,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,4.063734,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,4.690413,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,4.797173,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,4.783464,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,3.712953,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,3.123871,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,2.960727,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,3.028936,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,3.291194,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,3.609799,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,3.687249,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,2.068722,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,2.164513,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,2.12914,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,2.230388,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,2.000157,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,1.942361,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,2.083692,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,2.245484,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,2.5061,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,2.70357,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,2.775617,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,2.075324,,
"FRA","France","T_KSER","Total capital services","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,2.733643,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,6.081934,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,3.759778,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,2.541353,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,3.221731,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,4.336873,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,4.736841,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,4.821338,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,4.91166,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,4.644755,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,2.754652,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,3.351504,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,2.885511,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,2.699246,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,2.981426,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,2.757026,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,3.562705,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,4.672881,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,5.461461,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,2.873215,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,1.26934,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,2.263067,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,3.330549,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,0.744222,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,2.792576,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,3.956054,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,1.520012,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,0.956454,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,2.243935,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,2.770655,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,1.94832,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,1.784956,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,1.435014,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,2.32836,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,1.264568,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,1.338791,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,10.682933,,
"FRA","France","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,-5.365239,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.450518,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,3.444876,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,3.392281,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,3.670314,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,3.921228,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,4.170098,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,4.259668,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,3.770085,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,2.44656,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,2.266163,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,2.08166,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,2.06803,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,2.10404,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,2.612084,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,2.97923,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,3.279329,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,2.80551,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,1.971314,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,1.365514,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,1.21227,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,1.531109,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,2.129105,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,2.360208,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,2.31488,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,0.980052,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,1.305703,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,1.700925,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,1.280416,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,1.055768,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,1.201233,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,1.493615,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,1.644662,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,1.766504,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,1.906072,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,2.020769,,
"DEU","Germany","T_KSER","Total capital services","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,1.361385,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.430463,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,2.68717,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,3.358525,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,2.576976,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,3.519562,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,2.521077,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,2.695238,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,4.385876,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,5.356505,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,2.457469,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,2.044328,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,2.934645,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,2.749061,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,1.63136,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,2.238561,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,2.857196,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,3.618385,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,3.092293,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,2.83433,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,0.95063,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,2.367895,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,-0.029723,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,0.601745,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,1.385586,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,3.786092,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,-0.510179,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,0.418552,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,1.477864,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,1.092739,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,0.046836,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,0.520872,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,0.785398,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.888473,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,0.865612,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,1.337649,,
"DEU","Germany","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,6.421271,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.083252,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,2.500508,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,2.406074,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,2.889305,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,3.295111,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,3.844587,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,2.792377,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,2.511699,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,2.289776,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,2.903356,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,4.840125,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,6.104809,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,6.956704,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,9.234387,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,10.811691,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,9.530545,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,9.346654,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,8.314425,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,7.700126,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,7.707393,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,8.769805,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,8.860832,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,8.204205,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,6.094296,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,5.102352,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,3.947415,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,4.42811,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,5.98415,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,4.635765,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,6.157353,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,11.26358,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,8.845528,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,5.95763,,
"IRL","Ireland","T_KSER","Total capital services","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,15.494595,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.179795,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,1.453217,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,2.801269,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,2.450922,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,3.061265,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,0.114921,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,4.820084,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,4.113646,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,2.127201,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,-0.296945,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,0.453189,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,2.910605,,
"IRL","Ireland","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,3.092719,,
