"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,6.638068,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,3.902909,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,3.750842,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,3.274773,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,2.978203,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,2.900009,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,2.339302,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,3.588035,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,5.476961,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,4.616395,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,3.293809,,
"KOR","Korea","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,7.08699,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.968077,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,5.424503,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,3.065756,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,4.380723,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,4.325681,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,6.036521,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,9.214361,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,8.223439,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,6.188403,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,0.408409,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,-2.111519,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,-0.617447,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,-1.654985,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,0.370327,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,-0.309484,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,0.586168,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,1.578663,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,1.064576,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,1.56698,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,0.949162,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,0.723761,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,-0.184575,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,0.184096,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,0.337262,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,5.162827,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,1.054568,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,-0.335729,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,0.494028,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,1.490688,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,0.512698,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,0.052483,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,-0.222216,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,-0.179787,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,-1.757669,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,-0.717503,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,3.246715,,
"FIN","Finland","T_NICTHRS","Non-ICT capital deepening","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,-1.670678,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,9.558792,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,11.065019,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,9.928801,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,10.598248,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,10.422369,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,9.356121,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,7.815439,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,8.718165,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,9.082602,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,9.727169,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,11.408119,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,12.200258,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,14.168847,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,16.826147,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,17.191752,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,14.634026,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,14.578383,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,13.329655,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,8.130719,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,6.698524,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,7.690857,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,8.593203,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,10.505075,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,10.264341,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,10.231651,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,10.36016,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,5.377744,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,8.581251,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,8.593241,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,6.168362,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,5.34195,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,4.631004,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,6.304919,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,3.003576,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,4.050446,,
"CHE","Switzerland","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,7.434696,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,-0.996817,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,-0.997835,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,-1.764262,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,-0.61236,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,-0.342979,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,-0.108774,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,-1.266795,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,-1.591276,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,-2.500687,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,-1.160411,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,-0.527675,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,-1.124444,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,-1.407615,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,-0.592191,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,-0.983258,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,-1.427596,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,-3.380424,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,-2.326691,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,-2.735974,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,-0.452822,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,-0.474113,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,0.653113,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,0.581006,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,-1.77316,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-6.297875,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,-0.454266,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,-0.184603,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,-1.905424,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,-2.753862,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,-1.567645,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,-1.44239,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,-0.821932,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,-0.531628,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,-0.62262,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,-1.912509,,
"AUT","Austria","T_GDPKSER","Capital productivity","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,-9.301642,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,27.369622,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,23.999949,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,22.276483,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,21.549698,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,21.841598,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,19.663452,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,17.419304,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,14.114502,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,15.199233,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,11.81885,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,13.921391,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,16.512971,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,18.039301,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,17.712799,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,18.435525,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,14.780989,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,14.293427,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,12.749372,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,9.665116,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,9.183715,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,8.42661,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,6.493992,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,6.958738,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,7.937424,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,8.517872,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,3.63547,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,4.353713,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,4.321409,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,5.738637,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,5.892591,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,6.79665,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,4.72131,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,3.935051,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,3.432775,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,5.557493,,
"JPN","Japan","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,9.266818,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,27.182522,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,26.09795,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,20.087223,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,17.68268,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,21.046128,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,18.704778,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,19.037089,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,17.01793,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,16.790459,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,17.645918,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,22.762727,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,23.828232,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,19.403269,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,19.602048,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,17.896053,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,15.095106,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,18.214261,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,13.703304,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,13.082068,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,10.90366,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,12.428783,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,10.363844,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,10.345294,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,10.32307,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,12.674016,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,10.402626,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,8.150511,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,8.336281,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,7.8549,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,7.010206,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,6.122636,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,5.767343,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,5.966923,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,5.605041,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,5.463474,,
"BEL","Belgium","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,14.492581,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,17.302244,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,15.292882,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,12.151277,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,10.635233,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,11.630254,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,12.052699,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,11.464752,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,10.6614,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,8.373517,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,7.793676,,
"USA","United States","T_ICTHRS","ICT capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,10.554685,,
